,velocidad_actual,flujo_libre,congestion,confianza,zona,lat,lon,timestamp,distancia_ruta,duracion_ruta,demora_ruta,error
5,,,,,Point 5,3.29501,-76.544032,2025-09-28 17:53:45,9914,1165,436,403.0
6,,,,,Point 6,3.305124,-76.540869,2025-09-28 17:53:45,9914,1165,436,403.0
7,,,,,Point 7,3.312282,-76.53844,2025-09-28 17:53:46,9914,1165,436,403.0
8,,,,,Point 8,3.319838,-76.535761,2025-09-28 17:53:46,9914,1165,436,403.0
9,,,,,Point 9,3.330306,-76.532753,2025-09-28 17:53:46,9914,1165,436,403.0
10,,,,,End,3.342223,-76.530967,2025-09-28 17:53:46,9914,1165,436,403.0
0,,,,,Start,3.260345,-76.558729,2025-09-28 17:54:48,9914,1167,438,403.0
1,,,,,Point 1,3.268444,-76.557621,2025-09-28 17:54:48,9914,1167,438,403.0
2,,,,,Point 2,3.276224,-76.556545,2025-09-28 17:54:48,9914,1167,438,403.0
3,,,,,Point 3,3.28264,-76.552424,2025-09-28 17:54:48,9914,1167,438,403.0
4,,,,,Point 4,3.287327,-76.546453,2025-09-28 17:54:49,9914,1167,438,403.0
5,,,,,Point 5,3.29501,-76.544032,2025-09-28 17:54:49,9914,1167,438,403.0
6,,,,,Point 6,3.305124,-76.540869,2025-09-28 17:54:49,9914,1167,438,403.0
7,,,,,Point 7,3.312282,-76.53844,2025-09-28 17:54:49,9914,1167,438,403.0
8,,,,,Point 8,3.319838,-76.535761,2025-09-28 17:54:50,9914,1167,438,403.0
9,,,,,Point 9,3.330306,-76.532753,2025-09-28 17:54:50,9914,1167,438,403.0
10,,,,,End,3.342223,-76.530967,2025-09-28 17:54:50,9914,1167,438,403.0
0,,,,,Start,3.260345,-76.558729,2025-09-28 17:55:52,9914,1181,452,403.0
1,,,,,Point 1,3.268444,-76.557621,2025-09-28 17:55:52,9914,1181,452,403.0
2,,,,,Point 2,3.276224,-76.556545,2025-09-28 17:55:52,9914,1181,452,403.0
3,,,,,Point 3,3.28264,-76.552424,2025-09-28 17:55:52,9914,1181,452,403.0
4,,,,,Point 4,3.287327,-76.546453,2025-09-28 17:55:53,9914,1181,452,403.0
5,,,,,Point 5,3.29501,-76.544032,2025-09-28 17:55:53,9914,1181,452,403.0
6,,,,,Point 6,3.305124,-76.540869,2025-09-28 17:55:53,9914,1181,452,403.0
7,,,,,Point 7,3.312282,-76.53844,2025-09-28 17:55:53,9914,1181,452,403.0
8,,,,,Point 8,3.319838,-76.535761,2025-09-28 17:55:54,9914,1181,452,403.0
9,,,,,Point 9,3.330306,-76.532753,2025-09-28 17:55:54,9914,1181,452,403.0
10,,,,,End,3.342223,-76.530967,2025-09-28 17:55:54,9914,1181,452,403.0
0,,,,,Start,3.260345,-76.558729,2025-09-28 17:56:56,9914,1106,377,403.0
1,,,,,Point 1,3.268444,-76.557621,2025-09-28 17:56:56,9914,1106,377,403.0
2,,,,,Point 2,3.276224,-76.556545,2025-09-28 17:56:56,9914,1106,377,403.0
3,,,,,Point 3,3.28264,-76.552424,2025-09-28 17:56:56,9914,1106,377,403.0
4,,,,,Point 4,3.287327,-76.546453,2025-09-28 17:56:57,9914,1106,377,403.0
5,,,,,Point 5,3.29501,-76.544032,2025-09-28 17:56:57,9914,1106,377,403.0
6,,,,,Point 6,3.305124,-76.540869,2025-09-28 17:56:57,9914,1106,377,403.0
7,,,,,Point 7,3.312282,-76.53844,2025-09-28 17:56:57,9914,1106,377,403.0
8,,,,,Point 8,3.319838,-76.535761,2025-09-28 17:56:58,9914,1106,377,403.0
9,,,,,Point 9,3.330306,-76.532753,2025-09-28 17:56:58,9914,1106,377,403.0
10,,,,,End,3.342223,-76.530967,2025-09-28 17:56:58,9914,1106,377,403.0
0,,,,,Start,3.260345,-76.558729,2025-09-28 17:57:59,9914,1168,439,403.0
1,,,,,Point 1,3.268444,-76.557621,2025-09-28 17:58:00,9914,1168,439,403.0
2,,,,,Point 2,3.276224,-76.556545,2025-09-28 17:58:00,9914,1168,439,403.0
3,,,,,Point 3,3.28264,-76.552424,2025-09-28 17:58:00,9914,1168,439,403.0
4,,,,,Point 4,3.287327,-76.546453,2025-09-28 17:58:00,9914,1168,439,403.0
5,,,,,Point 5,3.29501,-76.544032,2025-09-28 17:58:01,9914,1168,439,403.0
6,,,,,Point 6,3.305124,-76.540869,2025-09-28 17:58:01,9914,1168,439,403.0
7,,,,,Point 7,3.312282,-76.53844,2025-09-28 17:58:01,9914,1168,439,403.0
8,,,,,Point 8,3.319838,-76.535761,2025-09-28 17:58:01,9914,1168,439,403.0
9,,,,,Point 9,3.330306,-76.532753,2025-09-28 17:58:02,9914,1168,439,403.0
10,,,,,End,3.342223,-76.530967,2025-09-28 17:58:02,9914,1168,439,403.0
0,,,,,Start,3.260345,-76.558729,2025-09-28 17:59:03,9914,1259,530,403.0
1,,,,,Point 1,3.268444,-76.557621,2025-09-28 17:59:04,9914,1259,530,403.0
2,,,,,Point 2,3.276224,-76.556545,2025-09-28 17:59:04,9914,1259,530,403.0
3,,,,,Point 3,3.28264,-76.552424,2025-09-28 17:59:04,9914,1259,530,403.0
4,,,,,Point 4,3.287327,-76.546453,2025-09-28 17:59:04,9914,1259,530,403.0
5,,,,,Point 5,3.29501,-76.544032,2025-09-28 17:59:05,9914,1259,530,403.0
6,,,,,Point 6,3.305124,-76.540869,2025-09-28 17:59:05,9914,1259,530,403.0
7,,,,,Point 7,3.312282,-76.53844,2025-09-28 17:59:05,9914,1259,530,403.0
8,,,,,Point 8,3.319838,-76.535761,2025-09-28 17:59:05,9914,1259,530,403.0
9,,,,,Point 9,3.330306,-76.532753,2025-09-28 17:59:06,9914,1259,530,403.0
10,,,,,End,3.342223,-76.530967,2025-09-28 17:59:06,9914,1259,530,403.0
0,,,,,Start,3.260345,-76.558729,2025-09-28 18:00:07,9914,1168,439,403.0
1,,,,,Point 1,3.268444,-76.557621,2025-09-28 18:00:08,9914,1168,439,403.0
2,,,,,Point 2,3.276224,-76.556545,2025-09-28 18:00:08,9914,1168,439,403.0
3,,,,,Point 3,3.28264,-76.552424,2025-09-28 18:00:08,9914,1168,439,403.0
4,,,,,Point 4,3.287327,-76.546453,2025-09-28 18:00:08,9914,1168,439,403.0
5,,,,,Point 5,3.29501,-76.544032,2025-09-28 18:00:09,9914,1168,439,403.0
6,,,,,Point 6,3.305124,-76.540869,2025-09-28 18:00:09,9914,1168,439,403.0
7,,,,,Point 7,3.312282,-76.53844,2025-09-28 18:00:09,9914,1168,439,403.0
8,,,,,Point 8,3.319838,-76.535761,2025-09-28 18:00:09,9914,1168,439,403.0
9,,,,,Point 9,3.330306,-76.532753,2025-09-28 18:00:10,9914,1168,439,403.0
10,,,,,End,3.342223,-76.530967,2025-09-28 18:00:10,9914,1168,439,403.0
0,,,,,Start,3.260345,-76.558729,2025-09-28 18:01:11,9914,1174,445,403.0
1,,,,,Point 1,3.268444,-76.557621,2025-09-28 18:01:12,9914,1174,445,403.0
2,,,,,Point 2,3.276224,-76.556545,2025-09-28 18:01:12,9914,1174,445,403.0
3,,,,,Point 3,3.28264,-76.552424,2025-09-28 18:01:12,9914,1174,445,403.0
4,,,,,Point 4,3.287327,-76.546453,2025-09-28 18:01:12,9914,1174,445,403.0
5,,,,,Point 5,3.29501,-76.544032,2025-09-28 18:01:13,9914,1174,445,403.0
6,,,,,Point 6,3.305124,-76.540869,2025-09-28 18:01:13,9914,1174,445,403.0
7,,,,,Point 7,3.312282,-76.53844,2025-09-28 18:01:13,9914,1174,445,403.0
8,,,,,Point 8,3.319838,-76.535761,2025-09-28 18:01:13,9914,1174,445,403.0
9,,,,,Point 9,3.330306,-76.532753,2025-09-28 18:01:14,9914,1174,445,403.0
10,,,,,End,3.342223,-76.530967,2025-09-28 18:01:14,9914,1174,445,403.0
